kanton_nummer;kanton_bezeichnung;liste_nummer;liste_nummer_kanton;liste_bezeichnung;liste_1;liste_2;liste_3;liste_4;liste_5;liste_6;liste_7;liste_8;liste_9;liste_10;liste_11;liste_12;liste_13;liste_14;liste_15;liste_16;liste_17;liste_18;liste_19;liste_20;liste_21;liste_22;liste_23;liste_24;liste_25;liste_26;liste_27;liste_28;liste_29;liste_30;liste_31;liste_32;liste_33;liste_34;liste_35;liste_36;liste_37;liste_38;liste_39;liste_40;liste_41;liste_42;liste_43;liste_44;liste_45;liste_46;liste_47;liste_48;liste_49;liste_50;liste_51;liste_52;liste_ohne_listenbezeichnung;stimmen_liste_veraendert;stimmen_liste_unveraendert;stimmen_liste;wahlzettel_liste_unveraendert;wahlzettel_liste_veraendert;wahlzettel_liste;wahlzettel_ohne_listenbez
10;Fribourg / Freiburg;14;14;Jeunes vert'libéraux (Jeunes vert'libéraux) // Junge Grünliberale Partei (Junge Grünliberale);201;160;99;54;35;444;167;1;2;4;0;1;29;459;29;7;17;16;39;12;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1016;2806;1806;4612;258;130;388;
10;Fribourg / Freiburg;15;15;Jeunes Vert-e-x-s (Jeunes Vert-e-x-s) // Junge Grüne (Junge Grüne);95;576;31;49;17;63;1004;3;0;0;0;5;1;32;1917;129;2;3;6;4;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1494;5449;7609;13058;1087;469;1556;
10;Fribourg / Freiburg;16;16;Jeunesse socialiste fribourgeoise (JSF) // Jungsozialist-innen Kanton Freiburg (JUSO);76;959;24;52;15;26;365;0;1;0;0;1;3;9;331;962;1;5;5;2;20;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1183;4044;4277;8321;611;206;817;
10;Fribourg / Freiburg;17;17;Génération Le Centre - Deutschfreiburg (Génération Centre - Deutschfreiburg) // Generation Die Mitte - Deutschfreiburg (Generation Die Mitte - Deutschfreiburg);1403;206;135;121;250;122;156;4;1;22;5;14;19;21;7;1;1470;13;26;19;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1172;5194;2352;7546;336;307;643;
10;Fribourg / Freiburg;18;18;Génération Le Centre - Fribourg-Ville (Génération Centre - Fribourg-Ville) // Generation Die Mitte - Freiburg-Stadt (Generation Die Mitte - Freiburg-Stadt);558;136;68;85;80;90;90;15;4;1;8;16;8;24;6;3;26;409;64;32;17;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1044;2790;602;3392;86;97;183;
10;Fribourg / Freiburg;19;19;Génération Le Centre - Sarine-Campagne et Broye (Génération Centre - Sarine-Campagne et Broye) // Generation Die Mitte - Saane-Land und Broye (Generation Die Mitte - Saane-Land und Broye);1050;338;355;67;224;110;121;1;4;1;11;12;20;33;12;7;26;26;1396;25;24;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1789;5659;1743;7402;249;298;547;
10;Fribourg / Freiburg;20;20;Génération Le Centre - Sud (Génération Centre - Sud) // Generation Die Mitte - Süden (Generation Die Mitte - Süden);1079;211;294;52;238;64;59;8;10;4;11;8;14;19;10;4;44;26;58;573;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1493;4295;1148;5443;164;138;302;
10;Fribourg / Freiburg;21;21;Le Pacte Citoyen (Pacte Citoyen) // Der Bürgerpakt (Bürgerpakt);55;70;17;10;98;14;43;2;2;1;0;1;2;1;3;5;1;4;2;0;666;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;1254;1288;2542;184;209;393;
10;Fribourg / Freiburg;22;22;Au service du citoyen (Service Citoyen) // Im Dienst der Bürgerinnen und Bürger (Dienst der Bürger);6;17;6;4;31;1;9;18;0;0;0;0;3;0;4;0;1;2;1;1;26;313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;541;770;1311;110;72;182;
10;Fribourg / Freiburg;99;;Listen ohne Listenbezeichnung/listes sans dénomination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9992
11;Solothurn;1;1;FDP.Die Liberalen West;19836;1738;52;57;2707;46;226;21;1157;9;28;595;86;88;48;233;27;17;6;669;62;2;141;438;41;7;4;75;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4615;33084;10062;43146;1677;4874;6551;
11;Solothurn;2;2;FDP.Die Liberalen Ost;2368;17927;31;39;1944;49;203;2;783;27;20;114;168;320;178;133;31;15;5;201;305;4;388;110;22;1;3;71;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4116;29612;11136;40748;1856;4323;6179;
11;Solothurn;3;3;Jungfreisinnige Kanton Solothurn «wähl jung»;486;173;422;50;104;2;8;10;32;9;9;31;14;7;5;17;0;2;1;74;8;1;17;29;6;1;1;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;411;1939;354;2293;59;115;174;
11;Solothurn;4;4;Jungfreisinnige Kanton Solothurn «denk neu»;419;164;60;453;133;9;13;7;39;14;10;40;10;8;6;19;4;6;3;61;9;6;28;46;14;1;5;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;2047;396;2443;66;124;190;
11;Solothurn;5;5;SVP Kanton Solothurn;1719;1551;19;29;48139;243;1113;64;935;16;22;290;181;116;188;70;5;3;3;310;95;2;76;84;8;0;3;131;484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7224;63123;56250;119373;9375;10512;19887;
11;Solothurn;6;6;SVP Gewerbe;108;113;9;3;1793;895;268;25;65;5;5;21;19;23;17;5;1;0;0;19;17;0;11;8;1;0;0;12;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1197;4806;2358;7164;393;257;650;
11;Solothurn;7;7;SVP - Keine 10 Millionen Schweiz!;121;147;1;4;1802;89;3380;19;111;9;8;33;84;35;26;26;7;7;0;34;19;0;9;36;6;0;1;25;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1678;7795;9708;17503;1618;1062;2680;
11;Solothurn;8;8;JSVP;38;24;1;3;593;13;142;424;31;2;6;11;5;9;0;3;2;1;0;11;5;0;0;7;2;0;0;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367;1729;600;2329;100;106;206;
11;Solothurn;9;9;Die Mitte Kanton Solothurn;983;1075;11;9;1558;24;191;8;15087;78;61;548;635;480;497;315;22;26;10;577;325;8;362;258;24;1;0;125;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4258;27582;8610;36192;1435;4176;5611;
11;Solothurn;10;10;Die Junge Mitte - Aufbruch;61;139;4;14;139;1;17;4;447;980;49;109;96;111;48;40;14;24;18;127;144;21;106;56;39;10;11;21;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1046;3904;684;4588;114;279;393;
11;Solothurn;11;11;Die Junge Mitte - Zukunft;85;61;5;12;113;0;30;4;492;93;658;165;115;74;51;47;7;18;15;116;37;5;54;60;25;1;3;30;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1001;3386;750;4136;125;200;325;
11;Solothurn;12;12;Die Mitte Region Solothurn;706;95;15;4;500;18;85;6;1037;38;41;3942;98;116;75;164;24;26;3;536;45;4;67;185;25;4;9;66;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2061;10015;3804;13819;634;1190;1824;
11;Solothurn;13;13;Die Mitte Thal-Gäu;108;463;3;7;530;29;131;7;1265;60;67;110;3195;196;96;76;4;9;4;86;118;7;131;59;15;4;1;62;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2027;8901;1728;10629;288;887;1175;
11;Solothurn;14;14;Die Mitte Olten-Gösgen;103;387;7;3;360;21;65;4;807;61;33;119;155;3591;66;134;24;11;9;87;244;12;192;50;18;2;3;78;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1695;8366;3282;11648;547;997;1544;
11;Solothurn;15;15;Die Mitte Dorneck-Thierstein;57;395;6;3;448;10;68;3;480;48;30;69;50;67;3348;54;5;16;6;40;129;4;140;40;10;0;4;36;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501;7098;2880;9978;480;850;1330;
11;Solothurn;16;16;GRÜNE;246;158;1;1;122;4;30;2;365;17;16;98;40;66;57;9567;296;260;198;2216;911;96;337;345;32;110;33;54;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3067;18797;10128;28925;1688;2880;4568;
11;Solothurn;17;17;GRÜNE Energie & Kreislaufwirtschaft;54;55;2;3;38;3;10;3;67;7;1;11;7;32;29;1214;1190;117;74;310;363;58;117;61;17;34;18;20;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;5038;2016;7054;336;390;726;
11;Solothurn;18;18;GRÜNE Bildung & Soziales;62;29;1;3;28;0;10;4;71;17;12;30;13;35;9;863;141;1326;66;463;239;26;76;111;22;56;6;27;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1217;4991;1254;6245;209;431;640;
11;Solothurn;19;19;Junge Grüne Solothurn;11;10;2;2;9;1;0;0;17;2;2;9;7;14;5;485;69;104;894;226;175;102;36;28;24;88;18;18;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;3042;1872;4914;312;275;587;
11;Solothurn;20;20;Sozialdemokratische Partei (SP) Liste West;755;284;8;13;523;16;70;7;750;42;29;412;86;114;61;1964;145;191;89;18887;1903;106;257;483;47;135;63;84;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5262;32839;18594;51433;3099;4737;7836;
11;Solothurn;21;21;Sozialdemokratische Partei (SP) Liste Ost;51;277;1;0;161;1;34;2;215;38;14;42;58;211;84;675;91;121;46;1459;9211;114;293;137;55;49;27;64;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2656;16216;11166;27382;1861;2625;4486;
11;Solothurn;22;22;Junge SP Region Olten;9;24;1;1;20;1;4;1;24;11;5;4;8;19;2;182;38;40;61;301;418;768;24;13;13;70;23;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;559;2661;1050;3711;175;245;420;
11;Solothurn;23;23;Grünliberale Ost;195;370;7;7;155;11;36;0;283;14;10;46;63;86;104;311;57;44;10;228;294;12;3944;540;82;11;0;34;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1820;8787;5394;14181;899;1252;2151;
11;Solothurn;24;24;Grünliberale West;473;111;8;7;128;7;43;4;249;23;22;165;64;65;35;240;44;57;11;465;115;11;452;3605;86;16;3;51;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1848;8429;4770;13199;795;1183;1978;
11;Solothurn;25;25;Junge Grünliberale;48;44;9;7;22;0;7;1;41;19;15;28;15;23;21;79;32;22;18;143;137;14;176;191;605;11;7;12;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;646;2401;936;3337;156;213;369;
11;Solothurn;26;26;JUSO Klima und Feminismus;7;7;0;2;10;2;5;1;10;6;2;3;2;1;3;155;25;50;74;284;175;59;13;25;24;713;67;3;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;545;2289;1098;3387;183;237;420;
11;Solothurn;27;27;JUSO Gewerkschaften;13;2;0;6;7;1;6;0;15;3;5;11;0;4;5;79;14;20;20;287;89;24;8;9;4;89;611;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;1668;264;1932;44;155;199;
11;Solothurn;28;28;EVP;97;92;0;2;185;5;46;0;164;26;19;72;34;66;32;106;18;43;5;175;135;4;39;76;11;7;3;1937;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1044;4500;3042;7542;507;511;1018;
11;Solothurn;29;29;MASS-VOLL! Bewegung für Freiheit, Souveränität & Grundrechte;25;23;4;0;801;41;131;3;17;0;1;12;14;5;4;24;3;10;1;30;23;0;18;8;0;1;3;9;1423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;747;3381;6978;10359;1163;459;1622;
11;Solothurn;99;;Listen ohne Listenbezeichnung/listes sans dénomination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9814
12;Basel-Stadt;1;1;FDP.Die Liberalen Basel-Stadt;4923;1193;43;326;25;272;35;9;258;11;373;2;1;4;0;0;6;1;6;1;17;0;13;7;3;3;2;5;3;17;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;837;8401;5088;13489;1272;1801;3073;
12;Basel-Stadt;2;3;LDP Liberal-Demokratische Partei Basel-Stadt;876;8562;73;626;12;435;86;3;436;8;503;11;1;6;0;2;19;25;6;17;30;0;5;7;9;2;7;15;8;24;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1240;13068;8880;21948;2220;3201;5421;
12;Basel-Stadt;3;4;Evangelische Volkspartei Basel-Stadt (EVP);18;50;1327;141;2;64;27;28;54;7;54;0;2;3;1;3;1;0;9;13;1;0;10;0;5;3;5;1;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;2046;2900;4946;725;479;1204;
12;Basel-Stadt;4;5;Sozialdemokratische Partei Basel-Stadt (SP);212;501;129;28972;3;228;2841;3;729;54;96;5;106;1;123;101;9;3;43;41;5;38;24;0;0;44;10;0;14;13;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1971;36330;31172;67502;7793;10224;18017;
12;Basel-Stadt;5;6;Jungfreisinnige Basel-Stadt;79;43;2;31;156;9;2;0;11;1;14;0;0;11;1;1;3;0;1;6;3;0;2;0;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;450;292;742;73;61;134;
12;Basel-Stadt;6;7;Die Mitte Basel-Stadt;201;478;37;269;4;2972;45;2;214;0;171;1;0;2;1;5;31;1;1;14;10;0;1;10;0;6;11;6;7;20;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;569;5094;5580;10674;1395;1201;2596;
12;Basel-Stadt;7;8;Bündnis GRÜNE BastA!;86;172;44;6911;3;96;9779;2;365;51;18;0;228;1;50;136;10;0;29;20;1;78;27;0;0;24;17;2;4;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1243;19411;11816;31227;2954;3619;6573;
12;Basel-Stadt;8;9;Eidgenössisch Demokratische Union Basel-Stadt (EDU);1;1;16;3;0;3;4;152;1;0;31;0;0;0;0;0;0;0;0;0;0;0;19;6;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;294;652;946;163;65;228;
12;Basel-Stadt;9;10;GLP - Grünliberale Partei Basel-Stadt;193;559;54;1291;4;179;244;2;4760;9;49;0;9;1;4;19;6;2;9;39;8;2;7;1;1;46;26;2;22;14;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;921;8500;5780;14280;1445;1985;3430;
12;Basel-Stadt;10;11;Partei der Arbeit (PdA) Basel;8;6;5;75;0;4;17;1;9;229;27;1;8;0;3;1;0;2;4;2;0;0;22;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;485;1448;1933;362;111;473;
12;Basel-Stadt;11;12;Schweizerische Volkspartei Basel-Stadt (SVP);298;475;51;63;4;125;12;41;49;10;6380;16;2;23;2;0;1;1;5;0;14;0;51;19;31;0;3;10;1;15;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;608;8312;19428;27740;4857;2078;6935;
12;Basel-Stadt;12;14;Volks-Aktion gegen zuviele Ausländer und Asylanten in unserer Heimat (VA) - Liste Ausländerstopp;6;4;3;1;0;1;2;0;2;2;41;150;2;0;0;0;0;0;2;1;1;0;8;3;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;274;1416;1690;354;53;407;
12;Basel-Stadt;13;17;Bündnis: BastA! radikal menschlich;1;11;1;394;0;7;567;0;19;7;9;2;695;0;25;28;0;0;5;11;0;39;4;0;0;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194;2025;1260;3285;315;298;613;
12;Basel-Stadt;14;18;Junge SVP Basel-Stadt (JSVP);12;11;10;2;2;12;1;2;2;1;133;3;1;186;0;0;0;2;2;0;0;0;9;3;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;478;460;938;115;67;182;
12;Basel-Stadt;15;20;JUSO Basel-Stadt;0;11;1;386;2;5;95;0;19;12;0;0;17;8;400;36;0;0;1;6;0;11;0;0;0;2;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;1121;804;1925;201;163;364;
12;Basel-Stadt;16;21;junges grünes bündnis;2;1;1;292;0;1;301;0;43;3;1;0;29;1;28;503;0;0;3;10;0;29;2;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;1424;932;2356;233;224;457;
12;Basel-Stadt;17;22;Die Junge Mitte Basel-Stadt;18;54;3;32;0;73;4;0;36;0;6;0;2;6;1;1;197;1;2;8;1;0;1;1;1;2;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;529;280;809;70;78;148;
12;Basel-Stadt;18;23;Jungliberale;12;141;2;16;4;4;7;0;21;2;8;0;1;0;0;3;5;84;1;3;2;0;1;1;0;0;1;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;389;180;569;45;33;78;
12;Basel-Stadt;19;24;Sozialdemokratische Partei Basel-Stadt 60+ (SP 60+);15;35;15;423;3;12;79;0;42;5;5;0;12;0;2;12;0;0;240;10;2;2;3;1;0;8;3;0;2;9;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;1124;900;2024;225;100;325;
12;Basel-Stadt;20;25;GLP - Junge Grünliberale;2;17;16;140;6;24;29;1;193;10;4;0;7;2;2;8;2;0;8;377;1;1;1;0;0;12;8;0;15;7;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;1115;744;1859;186;168;354;
12;Basel-Stadt;21;26;FDP PLUS;137;155;13;23;4;29;6;0;13;0;63;3;0;1;0;0;0;1;1;0;278;0;0;0;1;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;865;420;1285;105;98;203;
12;Basel-Stadt;22;27;Bündnis: BastA! junge Alternative!;1;0;2;108;0;1;183;0;7;3;2;0;57;0;7;28;0;0;4;2;0;294;1;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;791;824;1615;206;124;330;
12;Basel-Stadt;23;28;MASS-VOLL! Bewegung für Freiheit, Souveränität und Grundrechte;4;2;5;3;0;1;12;7;3;9;67;7;4;2;0;0;2;1;2;1;0;0;395;3;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;587;1576;2163;394;160;554;
12;Basel-Stadt;24;30;SVP Gewerbe-Liste;13;25;1;2;0;4;3;1;4;0;104;5;1;8;0;0;0;2;0;0;2;0;12;170;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;438;616;1054;154;60;214;
12;Basel-Stadt;25;31;SVP 60+;3;8;0;2;0;0;0;6;0;0;60;0;0;1;0;0;0;0;0;1;1;0;6;4;247;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;406;516;922;129;80;209;
12;Basel-Stadt;26;32;GLP - Klima & Umwelt;8;6;8;110;0;5;36;0;147;2;3;3;1;1;0;4;1;0;7;14;0;1;2;0;0;254;16;0;2;6;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;751;848;1599;212;118;330;
12;Basel-Stadt;27;33;GLP - Bildung;12;42;14;73;2;18;13;0;129;2;1;0;0;0;0;0;3;1;2;19;1;0;7;0;0;7;362;1;13;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;845;232;1077;58;126;184;
12;Basel-Stadt;28;34;Gewerbe LDP;22;109;7;30;1;25;6;0;19;0;50;0;0;0;0;0;1;2;0;2;6;0;4;3;0;2;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;521;180;701;45;47;92;
12;Basel-Stadt;29;35;GLP - Regio & Europa;4;31;5;44;3;31;16;0;150;2;4;2;2;0;0;1;3;0;1;20;3;0;1;0;0;15;8;0;144;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;620;284;904;71;67;138;
12;Basel-Stadt;30;36;Die Mitte Basel-Stadt 60+;23;78;21;71;3;156;14;0;53;3;33;0;3;0;1;0;9;1;5;14;5;0;1;1;2;8;2;0;7;317;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;1004;644;1648;161;116;277;
12;Basel-Stadt;31;37;GLP - KMU;12;13;4;15;0;4;4;0;73;0;2;1;1;0;1;1;1;2;0;9;0;0;0;0;0;6;6;0;8;1;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;268;132;400;33;20;53;
12;Basel-Stadt;32;38;GLP - International;2;10;3;21;1;4;6;0;79;1;0;0;0;0;0;3;2;0;1;11;0;1;1;0;1;15;9;0;10;0;3;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;316;108;424;27;34;61;
12;Basel-Stadt;99;;Listen ohne Listenbezeichnung/listes sans dénomination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2578
13;Basel-Landschaft;1;1;FDP.Die Liberalen Baselland;31628;1364;5198;225;2588;149;475;50;981;18;8;21;46;41;23;2;2;11;15;18;18;12;20;22;6;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9000;51960;27951;79911;3993;6346;10339;
13;Basel-Landschaft;2;2;Sozialdemokratische Partei und Gewerkschaften;2250;54730;1308;678;2852;21;6450;61;2164;44;8;22;151;49;36;128;59;94;18;56;27;24;22;41;49;50;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13364;84904;53886;138790;7698;10241;17939;
13;Basel-Landschaft;3;3;Schweizerische Volkspartei Baselland;4037;497;56305;221;1170;44;160;507;222;11;24;122;12;11;8;2;1;13;176;20;18;4;17;22;4;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8069;71705;94927;166632;13561;9898;23459;
13;Basel-Landschaft;4;4;Evangelische Volkspartei;155;347;245;3150;233;2;154;10;133;5;9;35;27;4;3;2;0;6;3;55;6;1;4;15;10;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1206;5828;5726;11554;818;793;1611;
13;Basel-Landschaft;5;5;Die Mitte Basel-Landschaft;3166;2155;1788;288;17039;43;587;30;1045;17;8;19;102;42;19;1;0;17;8;33;50;19;40;73;4;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7136;33742;18340;52082;2620;3995;6615;
13;Basel-Landschaft;6;6;Jungfreisinnige Baselland;585;114;230;12;165;722;46;11;173;21;1;3;64;7;8;0;0;0;9;17;19;1;8;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1023;3244;1008;4252;144;162;306;
13;Basel-Landschaft;7;7;Grüne Baselland;645;7166;356;231;768;15;15250;49;986;29;5;2;66;11;18;21;16;23;5;9;21;6;10;15;41;41;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5884;31813;17472;49285;2496;3743;6239;
13;Basel-Landschaft;8;8;Aufrecht Baselland;157;108;972;22;105;5;36;2234;36;1;2;33;5;4;2;0;1;2;27;2;3;2;7;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;839;4610;4284;8894;612;456;1068;
13;Basel-Landschaft;9;11;Grünliberale Partei Basel-Landschaft;687;1172;295;84;676;26;594;13;8548;30;3;0;81;23;22;2;1;3;5;1;61;7;3;4;3;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2991;15345;11823;27168;1689;2353;4042;
13;Basel-Landschaft;10;12;Junge Grünliberale Partei Basel-Landschaft;53;158;24;3;69;9;102;5;270;503;2;1;42;8;14;4;1;1;2;10;11;5;3;6;5;5;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;642;1976;798;2774;114;115;229;
13;Basel-Landschaft;11;13;Christ-und-Politik.CH;2;5;29;13;5;0;1;3;1;0;66;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;167;84;251;12;24;36;
13;Basel-Landschaft;12;14;Eidgenössisch-Demokratische Union;15;9;190;47;31;1;10;67;12;4;14;588;2;3;0;3;0;0;23;16;6;1;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266;1319;1764;3083;252;135;387;
13;Basel-Landschaft;13;16;Grünliberale Partei - Pflege und Gesundheit;127;380;103;55;277;22;195;8;699;32;4;1;1206;38;33;1;0;5;3;26;19;6;15;14;13;11;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1788;5097;1799;6896;257;307;564;
